"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","state","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"_2621950552","_278","_3203","_106414464","_13474","_1197502","_27","0","f","3/28/2013 0:00","1","0.75","11","15.050000000000001","1","F","16-25","AZ","563720","16276","11432","16742","50226","13874","97118","10938","8889","26667","17233","120631","8748","26244","17403","121821","5393","16179","0"
"_2645344318","_77","_3203","_106414464","_13474","_1197502","_18","0","f","3/30/2013 0:00","1","0.75","13","12.380000000000001","1","F","36-45","OH","564409","15996","11340","16000","48000","13961","97727","10796","8673","26019","16930","118510","8416","25248","16622","116354","5310","15930","0"
"_2651617038","_96","_6202","_1087744888","_64486","_1208503","_17","0","f","4/30/2013 0:00","1","1.5","23","162.77000000000001","1","M","26-35","OH","542665","15277","11126","15035","45105","12878","90146","10059","8289","24867","16291","114037","8381","25143","15787","110509","5081","15243","0"
"_2660119571","_42","_3203","_106414464","_13474","_1197502","_12","0","f","3/26/2013 0:00","1","0.75","1","2.9900000000000002","1","F","16-25","MN","507503","15737","10599","15774","47322","13794","96558","10450","8373","25119","16333","114331","8211","24633","15896","111272","5129","15387","0"
"_2667849014","_96","_3203","_106414464","_13474","_1197502","_10","0","f","3/26/2013 0:00","1","0.75","1","3.4900000000000002","1","M","26-35","MD","528964","14927","10624","15556","46668","13301","93107","10258","7968","23904","16054","112378","8272","24816","15885","111195","5271","15813","0"
"_2637312832","_230","_3203","_106414464","_13474","_1197502","_27","0","f","3/30/2013 0:00","1","0.75","44","56.659999999999997","1","F","36-45","AZ","509720","15532","10543","15918","47754","13530","94710","10634","8053","24159","15677","109739","8091","24273","16030","112210","5137","15411","0"
"_2673522569","_21","_6202","_1087744888","_64486","_1208503","_23","0","f","4/26/2013 0:00","1","1.5","10","30.420000000000002","1","M","16-25","UT","560327","16434","11554","16839","50517","14794","103558","11283","8908","26724","17103","119721","8794","26382","17283","120981","5351","16053","0"
"_2635929454","_21","_5558","_107120272","_5072","_1198275","_3","1","t","3/25/2013 0:00","1","1.5","19","51.210000000000001","2","M","16-25","CA","532044","16657","11648","15282","45846","14194","99358","10671","8683","26049","15903","111321","8412","25236","15935","111545","5514","16542","1"
"_2643167680","_96","_2119","_108079383","_6926","_1208329","_25","0","f","4/22/2013 0:00","1","1","8","14.92","1","F","26-35","WA","537174","16005","11076","15701","47103","13593","95151","10271","8578","25734","16461","115227","8389","25167","15834","110838","5191","15573","0"
"_2663589546","_510","_2202","_104460040","_3718","_1208251","_1","2","t","4/26/2013 0:00","1","2","2","3.98","3","F","36-45","AL","469383","14668","10458","14275","42825","13021","91147","9822","8055","24165","15006","105042","7954","23862","15528","108696","4959","14877","1"
"_2667314427","_21","_6202","_1087744888","_64486","_1208501","_3","0","f","4/28/2013 0:00","1","1.5","4","6","1","F","36-45","CA","548941","15778","11299","16103","48309","13868","97076","10584","8562","25686","16503","115521","8352","25056","16854","117978","5347","16041","0"
"_2663667646","_21","_4401","_105100050","_13791","_1199258","_29","0","f","3/19/2013 0:00","1","2","2","6.9800000000000004","1","F","36-45","CT","534609","16378","11091","16295","48885","13895","97265","10531","8514","25542","16634","116438","8404","25212","16451","115157","5176","15528","0"
"_2620767040","_184","_3203","_106414464","_13474","_1197502","_31","0","f","3/25/2013 0:00","1","0.75","13","36.689999999999998","1","F","26-35","IN","497780","14676","10619","15410","46230","13634","95438","10135","8128","24384","15380","107660","8092","24276","15729","110103","5199","15597","0"
"_2631745901","_285","_2119","_108079383","_6926","_1208329","_19","0","f","4/28/2013 0:00","1","1","1","5.9900000000000002","1","F","26-35","OK","479346","15639","10626","15468","46404","13418","93926","10432","8008","24024","16281","113967","8025","24075","16381","114667","4974","14922","0"
"_2640713966","_214","_3203","_106414464","_13474","_1197502","_8","0","f","3/25/2013 0:00","1","0.75","5","12.449999999999999","1","M","26-35","KY","526763","15521","10719","15496","46488","12857","89999","10348","7859","23577","15792","110544","8099","24297","15221","106547","5161","15483","0"
"_2656601860","_40","_3203","_106414464","_13474","_1197502","_25","0","f","3/27/2013 0:00","1","0.75","15","42.100000000000001","1","F","26-35","WA","537174","16005","11076","15701","47103","13593","95151","10271","8578","25734","16461","115227","8389","25167","15834","110838","5191","15573","0"
"_2662454523","_21","_5558","_107120272","_5072","_1198273","_26","0","f","3/26/2013 0:00","1","1.5","3","11.470000000000001","1","M","26-35","WI","557816","16334","11731","16043","48129","14294","100058","11047","8715","26145","16656","116592","8746","26238","17282","120974","5616","16848","0"
"_2676220562","_46","_3203","_106414464","_13474","_1197502","_2","0","f","3/26/2013 0:00","1","0.75","3","25.77","1","F","16-25","AR","504640","16099","10854","15568","46704","13353","93471","10168","8030","24090","16168","113176","8224","24672","16112","112784","5256","15768","0"
"_2640253849","_508","_3203","_106414464","_13474","_1197502","_11","0","f","3/26/2013 0:00","1","0.75","2","4.9800000000000004","1","M","36-45","MI","563625","14973","10774","15381","46143","13574","95018","10095","8251","24753","15426","107982","8387","25161","16003","112021","5229","15687","0"
"_2681411369","_85","_4401","_105100050","_13791","_1199258","_25","0","f","3/13/2013 0:00","1","2","2","7.2300000000000004","1","F","36-45","WA","505717","14929","10686","15304","45912","12972","90804","10236","7981","23943","15787","110509","8080","24240","15680","109760","5083","15249","0"
"_2656643555","_40","_3203","_106414464","_13474","_1197502","_7","0","f","3/27/2013 0:00","1","0.75","1","12.99","1","F","16-25","KS","516618","15495","10825","15135","45405","13470","94290","10199","8268","24804","15828","110796","7999","23997","15864","111048","5220","15660","0"
"_2640649202","_133","_5616","_104610040","_15889","_1204576","_8","0","f","4/30/2013 0:00","1","1","14","1.3999999999999999","1","F","16-25","KY","529660","15316","10716","15493","46479","13688","95816","10343","8126","24378","15897","111279","8276","24828","16368","114576","5097","15291","0"
"_2682946021","_360","_4401","_105100050","_13791","_1199256","_16","0","f","3/23/2013 0:00","1","2","2","-2.4700000000000002","1","M","26-35","NY","500350","16188","11416","16402","49206","13929","97503","10716","8634","25902","16653","116571","8568","25704","16003","112021","5329","15987","0"
"_2659472842","_21","_4401","_105100050","_13791","_1199256","_29","0","f","3/15/2013 0:00","1","2","2","3.98","1","M","16-25","CT","580695","15533","10961","15605","46815","13940","97580","10707","8687","26061","16534","115738","8619","25857","16686","116802","5209","15627","0"
"_2653434056","_285","_1703","_104460040","_7668","_1200579","_11","0","f","4/8/2013 0:00","1","1.5","1","7.1900000000000004","1","F","36-45","MI","550245","15990","11317","15887","47661","13905","97335","10849","8611","25833","16973","118811","8662","25986","16856","117992","5247","15741","0"
"_2661740464","_285","_2202","_104460040","_3718","_1208251","_20","0","f","4/24/2013 0:00","1","2","4","12.58","1","F","26-35","PA","548282","15546","11510","15924","47772","13265","92855","10307","8223","24669","16529","115703","8475","25425","15796","110572","5357","16071","0"
"_2682191390","_285","_3203","_106414464","_13474","_1197502","_18","0","f","3/31/2013 0:00","1","0.75","2","4.9800000000000004","1","M","16-25","OH","551256","16599","11373","16310","48930","14231","99617","10908","8584","25752","16417","114919","8534","25602","16104","112728","5281","15843","0"
"_2678702464","_42","_4401","_105100050","_13791","_1199258","_3","0","f","3/15/2013 0:00","1","2","3","16.469999999999999","1","F","26-35","CA","543883","15543","10848","15273","45819","13499","94493","10531","8399","25197","16053","112371","8422","25266","16485","115395","5208","15624","0"
"_2662454888","_21","_6202","_1087744888","_64486","_1208501","_7","0","f","4/24/2013 0:00","1","1.5","7","29.989999999999998","1","F","26-35","KS","528758","16010","11393","16149","48447","13907","97349","10473","8358","25074","16616","116312","8576","25728","16224","113568","5337","16011","0"
"_2628545885","_377","_9909","_1089520383","_28840","_1203052","_31","1","t","4/6/2013 0:00","1","1","4","4.2999999999999998","2","F","26-35","IN","497780","14676","10619","15410","46230","13634","95438","10135","8128","24384","15380","107660","8092","24276","15729","110103","5199","15597","1"
"_2636225670","_211","_1726","_104460040","_7668","_1200581","_32","0","f","4/2/2013 0:00","1","1.25","1","-0.5","1","M","16-25","ME","526421","15350","11064","15067","45201","13376","93632","10383","8255","24765","15339","107373","8270","24810","16061","112427","5276","15828","0"
"_2645490007","_96","_3203","_106414464","_13474","_1197502","_17","0","f","4/1/2013 0:00","1","0.75","1","5.9900000000000002","1","M","36-45","OH","519352","15604","10792","15510","46530","13551","94857","10593","8193","24579","16580","116060","8300","24900","16072","112504","5134","15402","0"
"_2652658292","_21","_2119","_108079383","_6926","_1208329","_9","1","t","4/24/2013 0:00","1","1","1","4.5499999999999998","2","M","26-35","LA","497364","15735","11282","15813","47439","13534","94738","10787","8220","24660","16486","115402","8604","25812","16377","114639","5202","15606","1"
"_2667660773","_165","_2202","_104460040","_3718","_1208251","_18","1","t","4/29/2013 0:00","1","2","1","5.3899999999999997","2","M","36-45","OH","517362","15509","10688","15852","47556","13380","93660","10153","8177","24531","15458","108206","8160","24480","15853","110971","5109","15327","1"
"_2625101982","_21","_6202","_1087744888","_64486","_1208501","_12","0","f","4/27/2013 0:00","1","1.5","1","4.4900000000000002","1","M","16-25","MN","524667","14795","10434","15320","45960","12320","86240","9668","7947","23841","15568","108976","7986","23958","15054","105378","5069","15207","0"
"_2643796105","_285","_2202","_104460040","_3718","_1208252","_26","1","t","4/24/2013 0:00","1","3","1","1","2","M","16-25","WI","551962","16070","11195","16230","48690","14263","99841","10511","8733","26199","16824","117768","8641","25923","16530","115710","5265","15795","1"
"_2623763575","_21","_4401","_105100050","_13791","_1199256","_1","0","f","3/16/2013 0:00","1","2","13","60.869999999999997","1","M","36-45","AL","488582","14947","10445","15235","45705","13202","92414","9925","7929","23787","15824","110768","8349","25047","15320","107240","4971","14913","0"
"_2660119289","_42","_5616","_104610040","_15889","_1204576","_11","0","f","4/6/2013 0:00","1","1","2","4.9800000000000004","1","F","26-35","MI","517647","16298","10882","15572","46716","13078","91546","10173","8473","25419","16115","112805","8442","25326","16323","114261","5386","16158","0"
"_2654164063","_40","_3203","_106414464","_13474","_1197502","_1","1","t","3/27/2013 0:00","1","0.75","7","15.01","2","F","36-45","AL","469383","14668","10458","14275","42825","13021","91147","9822","8055","24165","15006","105042","7954","23862","15528","108696","4959","14877","1"
"_2662451953","_21","_4401","_105100050","_13791","_1199258","_17","0","f","3/19/2013 0:00","1","2","1","2.3900000000000001","1","F","26-35","OH","522377","15629","10992","15576","46728","13722","96054","10599","8173","24519","16138","112966","8294","24882","16287","114009","5292","15876","0"
"_2683658333","_508","_4401","_105100050","_13791","_1199256","_21","0","f","3/15/2013 0:00","1","2","1","1","1","F","26-35","SC","488453","14928","10678","15287","45861","13087","91609","10129","7983","23949","15698","109886","7901","23703","16084","112588","5138","15414","0"
"_2679702256","_507","_3203","_106414464","_13474","_1197502","_26","5","t","3/28/2013 0:00","1","0.75","2","24.489999999999998","6","M","26-35","WI","557816","16334","11731","16043","48129","14294","100058","11047","8715","26145","16656","116592","8746","26238","17282","120974","5616","16848","1"
"_2619313702","_96","_3203","_106414464","_13474","_1197502","_31","0","f","3/28/2013 0:00","1","0.75","1","4.1900000000000004","1","M","36-45","IN","493779","15559","11490","16688","50064","14153","99071","11104","8633","25899","16889","118223","8640","25920","16734","117138","5659","16977","0"
"_2643046961","_69","_9909","_107127979","_6732","_1194044","_32","0","f","3/2/2013 0:00","1","1","33","75.819999999999993","1","M","36-45","ME","534090","16006","10844","15733","47199","13354","93478","10351","8374","25122","16268","113876","8280","24840","15949","111643","5232","15696","0"
"_2650158501","_89","_1726","_104460040","_7668","_1200581","_3","0","f","4/11/2013 0:00","1","1.25","13","13","1","F","26-35","CA","543883","15543","10848","15273","45819","13499","94493","10531","8399","25197","16053","112371","8422","25266","16485","115395","5208","15624","0"
"_2658479107","_285","_3203","_106414464","_13474","_1197502","_14","0","f","3/26/2013 0:00","1","0.75","1","2.8900000000000001","1","M","16-25","NE","509160","16047","10868","15704","47112","13814","96698","10592","8367","25101","16490","115430","8286","24858","16240","113680","5262","15786","0"
"_2665896976","_64","_9909","_107127979","_6732","_1194044","_1","1","t","3/3/2013 0:00","1","1","2","5.3799999999999999","2","M","26-35","AL","510045","14703","10455","14898","44694","12838","89866","10334","8252","24756","15199","106393","8038","24114","15632","109424","5124","15372","1"
"_2634583041","_77","_2119","_108079383","_6926","_1208329","_10","0","f","4/24/2013 0:00","1","1","3","7.1699999999999999","1","F","16-25","MD","555236","15203","10349","15176","45528","13277","92939","10312","8024","24072","15878","111146","7715","23145","15705","109935","5155","15465","0"
"_2652691254","_101","_5616","_104610040","_15889","_1204576","_29","0","f","4/6/2013 0:00","1","1","6","6.6699999999999999","1","F","16-25","CT","532804","15982","11041","16145","48435","14171","99197","10969","8693","26079","17030","119210","8725","26175","16337","114359","5396","16188","0"
